# agent-adjudicated recorded-residual reasons (seed-hunter, 2026-07-31)
crates/backend/utils/adt/formatting/src/dch.rs	372	defensive-dead	tm_mon==0 guard: interval pictures error in invalid_for_interval first; timestamp tm_mon is always 1..12; mirrors C's `if (!tm->tm_mon) break;` in the DCH_to_char month-name arms
crates/backend/utils/adt/formatting/src/dch.rs	395	defensive-dead	tm_mon==0 guard: interval pictures error in invalid_for_interval first; timestamp tm_mon is always 1..12; mirrors C's `if (!tm->tm_mon) break;` in the DCH_to_char month-name arms
crates/backend/utils/adt/formatting/src/dch.rs	420	defensive-dead	tm_mon==0 guard: interval pictures error in invalid_for_interval first; timestamp tm_mon is always 1..12; mirrors C's `if (!tm->tm_mon) break;` in the DCH_to_char month-name arms
crates/backend/utils/adt/formatting/src/dch.rs	443	defensive-dead	tm_mon==0 guard: interval pictures error in invalid_for_interval first; timestamp tm_mon is always 1..12; mirrors C's `if (!tm->tm_mon) break;` in the DCH_to_char month-name arms
crates/backend/utils/adt/formatting/src/dch.rs	461	defensive-dead	tm_mon==0 guard: interval pictures error in invalid_for_interval first; timestamp tm_mon is always 1..12; mirrors C's `if (!tm->tm_mon) break;` in the DCH_to_char month-name arms
crates/backend/utils/adt/formatting/src/dch.rs	479	defensive-dead	tm_mon==0 guard: interval pictures error in invalid_for_interval first; timestamp tm_mon is always 1..12; mirrors C's `if (!tm->tm_mon) break;` in the DCH_to_char month-name arms
crates/backend/utils/adt/formatting/src/dch.rs	382	env-pin-shadow	append_tm_localized over-length error edge: needs non-C lc_time localized month/day names longer than (keylen+TM)*DCH_MAX_ITEM_SIZ; pinned C-locale English names are short ASCII
crates/backend/utils/adt/formatting/src/dch.rs	405	env-pin-shadow	append_tm_localized over-length error edge: needs non-C lc_time localized month/day names longer than (keylen+TM)*DCH_MAX_ITEM_SIZ; pinned C-locale English names are short ASCII
crates/backend/utils/adt/formatting/src/dch.rs	430	env-pin-shadow	append_tm_localized over-length error edge: needs non-C lc_time localized month/day names longer than (keylen+TM)*DCH_MAX_ITEM_SIZ; pinned C-locale English names are short ASCII
crates/backend/utils/adt/formatting/src/dch.rs	453	env-pin-shadow	append_tm_localized over-length error edge: needs non-C lc_time localized month/day names longer than (keylen+TM)*DCH_MAX_ITEM_SIZ; pinned C-locale English names are short ASCII
crates/backend/utils/adt/formatting/src/dch.rs	471	env-pin-shadow	append_tm_localized over-length error edge: needs non-C lc_time localized month/day names longer than (keylen+TM)*DCH_MAX_ITEM_SIZ; pinned C-locale English names are short ASCII
crates/backend/utils/adt/formatting/src/dch.rs	489	env-pin-shadow	append_tm_localized over-length error edge: needs non-C lc_time localized month/day names longer than (keylen+TM)*DCH_MAX_ITEM_SIZ; pinned C-locale English names are short ASCII
crates/backend/utils/adt/formatting/src/dch.rs	516	env-pin-shadow	append_tm_localized over-length error edge: needs non-C lc_time localized month/day names longer than (keylen+TM)*DCH_MAX_ITEM_SIZ; pinned C-locale English names are short ASCII
crates/backend/utils/adt/formatting/src/dch.rs	536	env-pin-shadow	append_tm_localized over-length error edge: needs non-C lc_time localized month/day names longer than (keylen+TM)*DCH_MAX_ITEM_SIZ; pinned C-locale English names are short ASCII
crates/backend/utils/adt/formatting/src/dch.rs	555	env-pin-shadow	append_tm_localized over-length error edge: needs non-C lc_time localized month/day names longer than (keylen+TM)*DCH_MAX_ITEM_SIZ; pinned C-locale English names are short ASCII
crates/backend/utils/adt/formatting/src/dch.rs	575	env-pin-shadow	append_tm_localized over-length error edge: needs non-C lc_time localized month/day names longer than (keylen+TM)*DCH_MAX_ITEM_SIZ; pinned C-locale English names are short ASCII
crates/backend/utils/adt/formatting/src/dch.rs	590	env-pin-shadow	append_tm_localized over-length error edge: needs non-C lc_time localized month/day names longer than (keylen+TM)*DCH_MAX_ITEM_SIZ; pinned C-locale English names are short ASCII
crates/backend/utils/adt/formatting/src/dch.rs	605	env-pin-shadow	append_tm_localized over-length error edge: needs non-C lc_time localized month/day names longer than (keylen+TM)*DCH_MAX_ITEM_SIZ; pinned C-locale English names are short ASCII
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	327	env-pin-shadow	dynamic timezone abbreviation (DYNTZ) capture: harness pins zoneabbrevtbl empty and session tz GMT (fixed offset), so no dynamic abbrev can match
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	328	env-pin-shadow	dynamic timezone abbreviation (DYNTZ) capture: harness pins zoneabbrevtbl empty and session tz GMT (fixed offset), so no dynamic abbrev can match
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	329	env-pin-shadow	dynamic timezone abbreviation (DYNTZ) capture: harness pins zoneabbrevtbl empty and session tz GMT (fixed offset), so no dynamic abbrev can match
crates/backend/utils/adt/formatting/src/dch_entry.rs	578	env-pin-shadow	DetermineTimeZoneAbbrevOffset arm: tmfc.tzp is Some only for a dynamic tz abbreviation; harness pins zoneabbrevtbl empty + GMT
crates/backend/utils/adt/formatting/src/dch_entry.rs	579	env-pin-shadow	DetermineTimeZoneAbbrevOffset arm: tmfc.tzp is Some only for a dynamic tz abbreviation; harness pins zoneabbrevtbl empty + GMT
crates/backend/utils/adt/formatting/src/dch_entry.rs	580	env-pin-shadow	DetermineTimeZoneAbbrevOffset arm: tmfc.tzp is Some only for a dynamic tz abbreviation; harness pins zoneabbrevtbl empty + GMT
crates/backend/utils/adt/formatting/src/dch_entry.rs	581	env-pin-shadow	DetermineTimeZoneAbbrevOffset arm: tmfc.tzp is Some only for a dynamic tz abbreviation; harness pins zoneabbrevtbl empty + GMT
crates/backend/utils/adt/formatting/src/dch_entry.rs	582	env-pin-shadow	DetermineTimeZoneAbbrevOffset arm: tmfc.tzp is Some only for a dynamic tz abbreviation; harness pins zoneabbrevtbl empty + GMT
crates/backend/utils/adt/formatting/src/dch_fromchar.rs	710	defensive-dead	from_char match covers every id in DCH_KEYWORDS; catch-all arm required by Rust match exhaustiveness, mirrors C switch default no-op
crates/backend/utils/adt/formatting/src/fromchar.rs	47	defensive-dead	is_next_separator END guard: sole call site (from_char_parse_int_len) passes the current ACTION node index, never the END node
crates/backend/utils/adt/formatting/src/fromchar.rs	77	defensive-dead	adjust_partial_year year>=1000 arm: all three callers (YYY/YY/Y) gate on <4 consumed chars, bounding the parsed value to <=999
crates/backend/utils/adt/formatting/src/case.rs	47	defensive-dead	index_seq_search off-end guard: both keyword tables end in a single-char always-matching keyword ('y'/'v'), so the scan never runs off the terminal group
crates/backend/utils/adt/formatting/src/parse.rs	20	defensive-dead	early-return for non-action nodes: the sole caller always passes is_action=true
crates/backend/utils/adt/formatting/src/fmgr_builtins.rs	24	harness-shape	data_expanded path needs a short-header/expanded varlena; harness feeds 4B-header images straight from numeric_in — storage-only input shape
crates/backend/utils/adt/formatting/src/num.rs	52	defensive-dead	int_to_roman value is clamped to 1..3999 so numstr len is 1..4, all explicitly matched
crates/backend/utils/adt/formatting/src/num.rs	463	defensive-dead	RN empty-tail arm: number_p advances only in numpart, which early-returns for roman formats, so number_p stays 0 < len
crates/backend/utils/adt/formatting/src/num.rs	533	defensive-dead	NUM_SG nul_at on sign==0: sign==0 only on roman/EEEE paths and parse rejects SG with RN and with EEEE in both orders
crates/backend/utils/adt/formatting/src/num.rs	567	defensive-dead	OOB-read fallback returning 0: every call site is bounds-guarded (overload()/amount_test/len checks); defensive C-parity read
crates/backend/utils/adt/formatting/src/num.rs	576	defensive-dead	OOB-read fallback returning 0: every call site is bounds-guarded (overload()/amount_test/len checks); defensive C-parity read
crates/backend/utils/adt/formatting/src/num.rs	592	defensive-dead	to_number number-buffer growth arms: numstr is pre-sized to fmt_len*NUM_MAX_ITEM_SIZ+1 and writes are bounded by node count, so the buffer cannot be outgrown
crates/backend/utils/adt/formatting/src/num.rs	849	defensive-dead	to_number number-buffer growth arms: numstr is pre-sized to fmt_len*NUM_MAX_ITEM_SIZ+1 and writes are bounded by node count, so the buffer cannot be outgrown
crates/backend/utils/adt/formatting/src/num.rs	932	defensive-dead	to_number number-buffer growth arms: numstr is pre-sized to fmt_len*NUM_MAX_ITEM_SIZ+1 and writes are bounded by node count, so the buffer cannot be outgrown
crates/backend/utils/adt/formatting/src/num.rs	1003	defensive-dead	to_number number-buffer growth arms: numstr is pre-sized to fmt_len*NUM_MAX_ITEM_SIZ+1 and writes are bounded by node count, so the buffer cannot be outgrown
crates/backend/utils/adt/formatting/src/num.rs	615	defensive-dead	numpart entry-overload return: the processor loop pre-checks overload and breaks before dispatching
crates/backend/utils/adt/formatting/src/num.rs	688	env-pin-shadow	post-read overload return: inout_p advance is decimal.len()-1 = 0 under the pinned C locale; needs a multi-byte locale decimal separator
crates/backend/utils/adt/formatting/src/num.rs	1023	defensive-dead	fmt_pad_str right-align arm: every call site (dch.rs) passes width 0, -4 or -9 — never positive
crates/backend/utils/adt/formatting/src/num.rs	1029	defensive-dead	fmt_plus_e non-finite arms: float4/float8 EEEE paths guard non-finite before calling; int path passes finite values
crates/backend/utils/adt/formatting/src/num.rs	1032	defensive-dead	fmt_plus_e non-finite arms: float4/float8 EEEE paths guard non-finite before calling; int path passes finite values
crates/backend/utils/adt/formatting/src/num.rs	1033	defensive-dead	fmt_plus_e non-finite arms: float4/float8 EEEE paths guard non-finite before calling; int path passes finite values
crates/backend/utils/adt/formatting/src/num.rs	1035	defensive-dead	fmt_plus_e non-finite arms: float4/float8 EEEE paths guard non-finite before calling; int path passes finite values
crates/backend/utils/adt/formatting/src/num.rs	1083	defensive-dead	'+' exponent-prefix arm: Rust {:e} formatting never emits a '+' in the exponent
crates/backend/utils/adt/formatting/src/num.rs	1094	defensive-dead	no-'e' fallback: the input string is always produced by {:.*e} and always contains 'e'
crates/backend/utils/adt/formatting/src/num_entry.rs	122	defensive-dead	render_var_into special path: both call sites are dominated by the earlier special_orgnum short-circuit and finite mul/round cannot create NaN/Inf specials
