# Reviewed per-line exception rows for adt/jsonpath (p1-laneaa coverage
# close-out). Consumed by emit_exceptions_laneaa.py --manual-file, mirroring
# the adt/jsonpath_exec sibling (fuzz/exceptions_manual_laneaa_exec.tsv).
# columns: basename<TAB>line<TAB>class<TAB>c_counterpart<TAB>justification
gram.rs	78	defensive-c-parity	jsonpath_gram.y palloc (ereport OOM path)	lone `)?))` closer carrying the mcx alloc_in/make_item allocation-failure `?` branch -- fires only on OOM; C counterpart is palloc's ereport (cash lane-0b `)?;` ledger precedent, rows 364-365)
gram.rs	252	defensive-c-parity	jsonpath_gram.y palloc (ereport OOM path)	lone `)?))` closer carrying the mcx alloc_in/make_item allocation-failure `?` branch -- fires only on OOM; C counterpart is palloc's ereport (cash lane-0b `)?;` ledger precedent, rows 364-365)
gram.rs	955	defensive-c-parity	jsonpath_gram.y palloc (ereport OOM path)	lone `)?))` closer carrying the mcx alloc_in/make_item allocation-failure `?` branch -- fires only on OOM; C counterpart is palloc's ereport (cash lane-0b `)?;` ledger precedent, rows 364-365)
gram.rs	1045	defensive-c-parity	jsonpath_gram.y palloc (ereport OOM path)	lone `)?))` closer carrying the mcx alloc_in/make_item allocation-failure `?` branch -- fires only on OOM; C counterpart is palloc's ereport (cash lane-0b `)?;` ledger precedent, rows 364-365)
gram.rs	188	unreachable-arm	jsonpath_gram.y makeItemLikeRegex errdetail (pg_mblen over server-validated text)	first_char_lossy Err(valid_up_to>0) arm head: parser text is always validated UTF-8 -- arms 0/2 require from_utf8 ok and arm 1 validates in-band, modeling pg_any_to_server/pg_verify_mbstr (harness divergence-1 carve, fuzz/README-TODO-jsonpath_diff.md), and escape processing emits only valid UTF-8; the flag-scan loop errors on the FIRST unrecognized byte, which is therefore always a char boundary of valid text, so from_utf8(rest) is always Ok; C's pg_mblen errdetail rests on the same invariant
gram.rs	189	unreachable-arm	jsonpath_gram.y makeItemLikeRegex errdetail (pg_mblen over server-validated text)	first_char_lossy Err(valid_up_to>0) body: parser text is always validated UTF-8 -- arms 0/2 require from_utf8 ok and arm 1 validates in-band, modeling pg_any_to_server/pg_verify_mbstr (harness divergence-1 carve, fuzz/README-TODO-jsonpath_diff.md), and escape processing emits only valid UTF-8; the flag-scan loop errors on the FIRST unrecognized byte, which is therefore always a char boundary of valid text, so from_utf8(rest) is always Ok; C's pg_mblen errdetail rests on the same invariant
gram.rs	190	unreachable-arm	jsonpath_gram.y makeItemLikeRegex errdetail (pg_mblen over server-validated text)	first_char_lossy Err(valid_up_to>0) body: parser text is always validated UTF-8 -- arms 0/2 require from_utf8 ok and arm 1 validates in-band, modeling pg_any_to_server/pg_verify_mbstr (harness divergence-1 carve, fuzz/README-TODO-jsonpath_diff.md), and escape processing emits only valid UTF-8; the flag-scan loop errors on the FIRST unrecognized byte, which is therefore always a char boundary of valid text, so from_utf8(rest) is always Ok; C's pg_mblen errdetail rests on the same invariant
gram.rs	192	unreachable-arm	jsonpath_gram.y makeItemLikeRegex errdetail (pg_mblen over server-validated text)	first_char_lossy Err(_) whole-suffix-invalid arm: parser text is always validated UTF-8 -- arms 0/2 require from_utf8 ok and arm 1 validates in-band, modeling pg_any_to_server/pg_verify_mbstr (harness divergence-1 carve, fuzz/README-TODO-jsonpath_diff.md), and escape processing emits only valid UTF-8; the flag-scan loop errors on the FIRST unrecognized byte, which is therefore always a char boundary of valid text, so from_utf8(rest) is always Ok; C's pg_mblen errdetail rests on the same invariant
gram.rs	369	excluded-state	none by construction -- C bison keeps its parser stacks on the heap (YYMAXDEPTH -> 42601); ratified harness carve depth_carved (README-TODO-jsonpath_diff.md divergence 2)	check_depth abort flag set: fires only above the 1536kB per-thread recursion guard; MAX_TEXT=512 bounds parser recursion to <=511 levels x ~1.2kB/level (~0.6MB) -- below the guard, so no in-domain input reaches it; the arm IS executed and pinned by the crate regression suite (tests.rs 'Parser recursion guard' small-stack tests landed with fix f9ec81758f)
gram.rs	370	excluded-state	none by construction -- C bison keeps its parser stacks on the heap (YYMAXDEPTH -> 42601); ratified harness carve depth_carved (README-TODO-jsonpath_diff.md divergence 2)	check_depth ereturn(54001): fires only above the 1536kB per-thread recursion guard; MAX_TEXT=512 bounds parser recursion to <=511 levels x ~1.2kB/level (~0.6MB) -- below the guard, so no in-domain input reaches it; the arm IS executed and pinned by the crate regression suite (tests.rs 'Parser recursion guard' small-stack tests landed with fix f9ec81758f)
