crates/contrib/pgcrypto/src/crypt.rs	76	instrument-unmappable	fuzz/core/csrc/pgcryptofam/vendor/crypt-gensalt.c:25-40 _crypt_gensalt_traditional_rn	`Some(` head line of the traditional-salt success expression: rustc 1.96 emits NO DA record for it (noDA in the lcov of record) while the expression body lines 77-81 carry DA=9 — measured false-red; the success path IS fuzz-executed	p1-pgcryptofam-resid	pending
crates/contrib/pgcrypto/src/crypt.rs	92	defensive-c-parity	fuzz/core/csrc/pgcryptofam/vendor/crypt-gensalt.c:58-59	xdes count==0 default (725): dead through px_gen_salt — the gen_list xdes row has def_rounds=PX_XDES_ROUNDS=725, so rounds==0 is substituted before the generator runs (crypt.rs:197-199 = px-crypt.c:163-171); C's identical `if (!count) count = 725` is equally unreachable via px_gen_salt	p1-pgcryptofam-resid	pending
crates/contrib/pgcrypto/src/crypt.rs	120	defensive-c-parity	fuzz/core/csrc/pgcryptofam/vendor/crypt-gensalt.c:164-170	bf generator entry guard: input is always the 16-byte rbuf px_gen_salt sizes from gen_list input_len, and rounds are range-checked into [4,31] (def 6 on 0) before the call (crypt.rs:197-203) — C's identical guard in _crypt_gensalt_blowfish_rn is equally dead via px_gen_salt	p1-pgcryptofam-resid	pending
crates/contrib/pgcrypto/src/crypt.rs	123	defensive-c-parity	fuzz/core/csrc/pgcryptofam/vendor/crypt-gensalt.c:172-173	bf count==0 default (5): px_gen_salt substitutes def_rounds=6 for rounds==0 before calling, so count is in [4,31] here — C identical	p1-pgcryptofam-resid	pending
crates/contrib/pgcrypto/src/crypt.rs	138	defensive-c-parity	fuzz/core/csrc/pgcryptofam/vendor/crypt-gensalt.c:210	sha salt-size guard: input is always the PX_SHACRYPT_SALT_MAX_LEN(16)-byte rbuf sized from gen_list input_len — C's `PX_SHACRYPT_SALT_MAX_LEN != size` in _crypt_gensalt_sha is equally dead via px_gen_salt	p1-pgcryptofam-resid	pending
crates/contrib/pgcrypto/src/crypt.rs	167	const-eval-only	fuzz/core/csrc/pgcryptofam/vendor/px-crypt.c:137-153 gen_list	multi-line `static GEN_LIST` head (interior rows are the excluded const table): static initializer is const-evaluated; no DA record exists	p1-pgcryptofam-resid	pending
crates/contrib/pgcrypto/src/crypt.rs	208	defensive-c-parity	fuzz/core/csrc/pgcryptofam/vendor/px-crypt.c:180-181	PXE_NO_RANDOM arm: pg_strong_random fails only on OS entropy exhaustion, which pgrust's OS entropy never takes (driver banner, ENTROPY CARVE — the C side is padded to >=32 bytes so ITS arm can never fire one-sided either); same dead arm in C px_gen_salt	p1-pgcryptofam-resid	pending
crates/contrib/pgcrypto/src/crypt.rs	242	const-eval-only	fuzz/core/csrc/pgcryptofam/vendor/px-crypt.c:88-99 px_crypt_list	multi-line `static PX_CRYPT_LIST` head — same class as the GEN_LIST head	p1-pgcryptofam-resid	pending
crates/contrib/pgcrypto/src/crypt/bcrypt.rs	40	defensive-c-parity	fuzz/core/csrc/pgcryptofam/vendor/crypt-blowfish.c:393-394	BF_decode post-2nd-byte `out.len() >= count` break: bf_decode's only caller is crypt_bf's salt decode with count=16 (bcrypt.rs:160), and 16 % 3 == 1 means the loop always exits at the post-1st-byte break (line 33-34, DA=1584); C's BF_decode is likewise only called with 16 and its twin `if (dptr >= end) break` is equally dead	p1-pgcryptofam-resid	pending
crates/contrib/pgcrypto/src/crypt/cryptdes.rs	22-23;25;31;39;44;87;92	const-eval-only	fuzz/core/csrc/pgcryptofam/vendor/crypt-des.c:41-180 (IP/key_perm/comp_perm/sbox/pbox/bits32 tables)	const-table heads + the CRYPT_A64 string continuation (interiors are the excluded const tables): const-evaluated, no DA records; the consuming des_init/table code is fuzz-measured (DA up to 35840)	p1-pgcryptofam-resid	pending
crates/contrib/pgcrypto/src/crypt/cryptdes.rs	206	defensive-c-parity	fuzz/core/csrc/pgcryptofam/vendor/crypt-des.c:325	des_init comp-perm probe `continue` on inv_key_perm sentinel 255: probed inbits are 8k+j with j in 0..=6 (bit 7 of each byte never probed), while the 255 entries are exactly the PC-1 parity positions 7,15..63 absent from KEY_PERM — C's identical continue is dead too	p1-pgcryptofam-resid	pending
crates/contrib/pgcrypto/src/crypt/cryptdes.rs	388	defensive-c-parity	fuzz/core/csrc/pgcryptofam/vendor/crypt-des.c:510-517	do_des decrypt-direction key selection (count<0): the crate's only do_des/des_cipher callers pass count=1 (xdes key fold, cryptdes.rs:566), 25 (traditional) or a 24-bit xdes count (>=0, ==0 errors at :383-384 first) — C's `Decrypting` arm is equally dead through px_crypt_des	p1-pgcryptofam-resid	pending
crates/contrib/pgcrypto/src/crypt/cryptdes.rs	547-548	instrument-unmappable	fuzz/core/csrc/pgcryptofam/vendor/crypt-des.c:640-647 (count/salt locals)	deferred-init `let count: i32; let salt: i64;` declarations: rustc 1.96 emits no DA record (noDA in the lcov of record); both assigning branches and every consumer line are DA-measured (154/873)	p1-pgcryptofam-resid	pending
crates/contrib/pgcrypto/src/crypt/cryptdes.rs	579	defensive-c-parity	fuzz/core/csrc/pgcryptofam/vendor/crypt-des.c:723	NUL-stop in the strlcpy(output, setting, 10) port: xdes settings reach here with len>=9 enforced by crypt_xdes (desc.rs:37-40 = C's 9-char requirement) and SQL text / the driver's NUL-sanitized domain cannot carry 0x00, so none of the first 9 bytes is NUL; C's strlcpy NUL-stop cannot fire either when strlen(setting)>=9	p1-pgcryptofam-resid	pending
crates/contrib/pgcrypto/src/crypt/cryptdes.rs	593	defensive-c-parity	fuzz/core/csrc/pgcryptofam/vendor/crypt-des.c:757	traditional 1-char-salt repair (`setting[1] != 0` else-arm): crypt_des enforces len>=2 (desc.rs:15-17) mirroring C's strlen(setting)<2 ereport (crypt-des.c:741-744), and text cannot carry NUL, so setting[1] != 0 always — C's `setting[1] ? : output[0]` repair is equally dead after its own length check	p1-pgcryptofam-resid	pending
crates/contrib/pgcrypto/src/crypt/shacrypt.rs	116	defensive-c-parity	fuzz/core/csrc/pgcryptofam/vendor/crypt-sha.c:316-321 (%.*s + pg_mblen 1-byte default)	mb_char continuation-byte fallback (`_ => 1`, first byte 0x80-0xBF): the salt scan advances only over ASCII itoa64/'$' bytes, so the error position is always a char boundary of the &str (valid UTF-8) setting — the first rejected byte is ASCII (:112 arm) or a lead byte (:113-115), never a continuation byte; mirrors pg_mblen's 1-byte default row	p1-pgcryptofam-resid	pending
